D0,D1,D2,mode,I_rms_sq_original,k
0.13,0.9099999999999999,0.22,1,-1266347733333323.5,0.98
0.13,0.9099999999999999,0.25,1,-2098574933333338.8,0.98
0.13,0.9099999999999999,0.28,1,-2834821333333327.5,0.98
0.13,0.9099999999999999,0.31,1,-3475086933333339.0,0.98
0.13,0.9099999999999999,0.33999999999999997,1,-4019371733333328.0,0.98
0.13,0.9099999999999999,0.37,1,-4467675733333336.5,0.98
0.13,0.9099999999999999,0.4,1,-4819998933333330.0,0.98
0.13,0.9099999999999999,0.43,1,-5076341333333339.0,0.98
0.13,0.9099999999999999,0.45999999999999996,1,-5236702933333339.0,0.98
0.13,0.9099999999999999,0.49,1,-5301083733333328.0,0.98
0.13,0.9099999999999999,0.52,1,-5269483733333342.0,0.98
0.13,0.9099999999999999,0.55,1,-5141902933333323.0,0.98
0.13,0.9099999999999999,0.58,1,-4918341333333336.0,0.98
0.13,0.9099999999999999,0.61,1,-4598798933333323.0,0.98
0.13,0.9099999999999999,0.64,1,-4183275733333343.0,0.98
0.13,0.9099999999999999,0.6699999999999999,1,-3671771733333339.5,0.98
0.13,0.9099999999999999,0.7,1,-3064286933333330.5,0.98
0.13,0.9099999999999999,0.73,1,-2360821333333346.0,0.98
0.13,0.9099999999999999,0.76,1,-1561374933333323.5,0.98
0.13,0.94,0.19,1,-339352533333331.5,0.98
0.13,0.94,0.22,1,-1267560533333323.5,0.98
0.13,0.94,0.25,1,-2099787733333339.0,0.98
0.13,0.94,0.28,1,-2836034133333327.5,0.98
0.13,0.94,0.31,1,-3476299733333338.5,0.98
0.13,0.94,0.33999999999999997,1,-4020584533333328.0,0.98
0.13,0.94,0.37,1,-4468888533333336.0,0.98
0.13,0.94,0.4,1,-4821211733333328.0,0.98
0.13,0.94,0.43,1,-5077554133333338.0,0.98
0.13,0.94,0.45999999999999996,1,-5237915733333337.0,0.98
0.13,0.94,0.49,1,-5302296533333326.0,0.98
0.13,0.94,0.52,1,-5270696533333340.0,0.98
0.13,0.94,0.55,1,-5143115733333321.0,0.98
0.13,0.94,0.58,1,-4919554133333334.0,0.98
0.13,0.94,0.61,1,-4600011733333321.0,0.98
0.13,0.94,0.64,1,-4184488533333341.0,0.98
0.13,0.94,0.6699999999999999,1,-3672984533333337.5,0.98
0.13,0.94,0.7,1,-3065499733333328.5,0.98
0.13,0.94,0.73,1,-2362034133333344.0,0.98
0.13,0.94,0.76,1,-1562587733333321.5,0.98
0.13,0.94,0.79,1,-667160533333343.9,0.98
0.13,0.97,0.19,1,-340622933333331.3,0.98
0.13,0.97,0.22,1,-1268830933333323.5,0.98
0.13,0.97,0.25,1,-2101058133333338.8,0.98
0.13,0.97,0.28,1,-2837304533333327.5,0.98
0.13,0.97,0.31,1,-3477570133333339.0,0.98
0.13,0.97,0.33999999999999997,1,-4021854933333328.5,0.98
0.13,0.97,0.37,1,-4470158933333336.5,0.98
0.13,0.97,0.4,1,-4822482133333329.0,0.98
0.13,0.97,0.43,1,-5078824533333338.0,0.98
0.13,0.97,0.45999999999999996,1,-5239186133333337.0,0.98
0.13,0.97,0.49,1,-5303566933333327.0,0.98
0.13,0.97,0.52,1,-5271966933333340.0,0.98
0.13,0.97,0.55,1,-5144386133333322.0,0.98
0.13,0.97,0.58,1,-4920824533333335.0,0.98
0.13,0.97,0.61,1,-4601282133333322.0,0.98
0.13,0.97,0.64,1,-4185758933333341.5,0.98
0.13,0.97,0.6699999999999999,1,-3674254933333338.0,0.98
0.13,0.97,0.7,1,-3066770133333329.0,0.98
0.13,0.97,0.73,1,-2363304533333344.5,0.98
0.13,0.97,0.76,1,-1563858133333322.0,0.98
0.13,0.97,0.79,1,-668430933333344.2,0.98
0.16,0.28,0.09999999999999999,1,-133358933333334.53,0.98
0.16,0.31,0.09999999999999999,1,-133342933333334.81,0.98
0.16,0.31,0.13,1,-1161314133333337.2,0.98
0.16,0.33999999999999997,0.09999999999999999,1,-133384533333334.39,0.98
0.16,0.33999999999999997,0.13,1,-1161355733333337.8,0.98
0.16,0.33999999999999997,0.16,1,-2093346133333333.8,0.98
0.16,0.37,0.09999999999999999,1,-133483733333334.72,0.98
0.16,0.37,0.13,1,-1161454933333337.2,0.98
0.16,0.37,0.16,1,-2093445333333333.8,0.98
0.16,0.37,0.19,1,-2929454933333323.0,0.98
0.16,0.4,0.09999999999999999,1,-133640533333334.34,0.98
0.16,0.4,0.13,1,-1161611733333337.2,0.98
0.16,0.4,0.16,1,-2093602133333333.8,0.98
0.16,0.4,0.19,1,-2929611733333323.0,0.98
0.16,0.4,0.22,1,-3669640533333338.5,0.98
0.16,0.43,0.09999999999999999,1,-133854933333335.47,0.98
0.16,0.43,0.13,1,-1161826133333337.2,0.98
0.16,0.43,0.16,1,-2093816533333333.8,0.98
0.16,0.43,0.19,1,-2929826133333323.0,0.98
0.16,0.43,0.22,1,-3669854933333339.5,0.98
0.16,0.43,0.25,1,-4313902933333330.0,0.98
0.16,0.45999999999999996,0.09999999999999999,1,-134126933333335.16,0.98
0.16,0.45999999999999996,0.13,1,-1162098133333337.2,0.98
0.16,0.45999999999999996,0.16,1,-2094088533333333.8,0.98
0.16,0.45999999999999996,0.19,1,-2930098133333323.0,0.98
0.16,0.45999999999999996,0.22,1,-3670126933333339.5,0.98
0.16,0.45999999999999996,0.25,1,-4314174933333329.0,0.98
0.16,0.45999999999999996,0.28,1,-4862242133333341.0,0.98
0.16,0.49,0.09999999999999999,1,-134456533333334.86,0.98
0.16,0.49,0.13,1,-1162427733333337.5,0.98
0.16,0.49,0.16,1,-2094418133333334.0,0.98
0.16,0.49,0.19,1,-2930427733333323.5,0.98
0.16,0.49,0.22,1,-3670456533333339.0,0.98
0.16,0.49,0.25,1,-4314504533333330.0,0.98
0.16,0.49,0.28,1,-4862571733333342.0,0.98
0.16,0.49,0.31,1,-5314658133333332.0,0.98
0.16,0.52,0.09999999999999999,1,-134843733333335.34,0.98
0.16,0.52,0.13,1,-1162814933333337.2,0.98
0.16,0.52,0.16,1,-2094805333333334.0,0.98
0.16,0.52,0.19,1,-2930814933333323.0,0.98
0.16,0.52,0.22,1,-3670843733333339.5,0.98
0.16,0.52,0.25,1,-4314891733333330.5,0.98
0.16,0.52,0.28,1,-4862958933333343.0,0.98
0.16,0.52,0.31,1,-5315045333333333.0,0.98
0.16,0.52,0.33999999999999997,1,-5671150933333333.0,0.98
0.16,0.55,0.09999999999999999,1,-135288533333335.11,0.98
0.16,0.55,0.13,1,-1163259733333337.8,0.98
0.16,0.55,0.16,1,-2095250133333333.8,0.98
0.16,0.55,0.19,1,-2931259733333323.5,0.98
0.16,0.55,0.22,1,-3671288533333339.5,0.98
0.16,0.55,0.25,1,-4315336533333330.5,0.98
0.16,0.55,0.28,1,-4863403733333343.0,0.98
0.16,0.55,0.31,1,-5315490133333332.0,0.98
0.16,0.55,0.33999999999999997,1,-5671595733333333.0,0.98
0.16,0.55,0.37,1,-5931720533333335.0,0.98
0.16,0.58,0.09999999999999999,1,-135790933333334.16,0.98
0.16,0.58,0.13,1,-1163762133333337.5,0.98
0.16,0.58,0.16,1,-2095752533333334.0,0.98
0.16,0.58,0.19,1,-2931762133333323.5,0.98
0.16,0.58,0.22,1,-3671790933333338.5,0.98
